A0A059KY91	unreviewed	LysM domain-containing protein	1419583	Pseudomonas mandelii PD30	285	
A0A059UQM4	unreviewed	LysM domain-containing protein	303	Pseudomonas putida	285	
A0A059UX23	unreviewed	LysM domain-containing protein	303	Pseudomonas putida	281	
A0A059ZHN6	unreviewed	LysM domain-containing protein	470	Acinetobacter baumannii	276	
A0A060AZF4	unreviewed	LysM domain-containing protein	213554	Halomonas campaniensis	365	
A0A060H1X0	unreviewed	LysM domain-containing protein	155920	Xylella fastidiosa subsp. sandyi Ann-1	244	
A0A060HFX9	unreviewed	LysM domain-containing protein	1401256	Xylella fastidiosa MUL0034	244	
A0A060NHA7	unreviewed	LysM domain-containing protein	1458425	Serpentinimonas raichei	285	
A0A060NMI4	unreviewed	LysM domain-containing protein	1458426	Serpentinimonas maccroryi	305	
A0A061D3C2	unreviewed	LysM domain-containing protein	301	Pseudomonas oleovorans	292	
A0A061JG73	unreviewed	LysM domain-containing protein	1321371	Holospora undulata HU1	327	
A0A061JNQ3	unreviewed	LysM domain-containing protein	1218352	Stutzerimonas stutzeri KOS6	270	
A0A061K791	unreviewed	LysM domain-containing protein	562	Escherichia coli	251	
A0A061Q7E0	unreviewed	LysM domain-containing protein	1460647	Vibrio sp. JCM 19052	275	
A0A061YK90	unreviewed	LysM domain-containing protein	562	Escherichia coli	379	
A0A062BUU4	unreviewed	LysM domain-containing protein	1310678	Acinetobacter sp. 263903-1	681	
A0A062BYZ3	unreviewed	LysM domain-containing protein	1310678	Acinetobacter sp. 263903-1	273	
A0A062GX47	unreviewed	LysM domain-containing protein	1310685	Acinetobacter sp. 72431	275	
A0A062I9X8	unreviewed	LysM domain-containing protein	1310697	Acinetobacter baumannii 21072	276	
A0A062ND90	unreviewed	LysM domain-containing protein	1310833	Acinetobacter sp. 796380-1375	262	
A0A063B937	unreviewed	LysM domain-containing protein	1192124	Burkholderia sp. lig30	283	
A0A063B9W4	unreviewed	LysM domain-containing protein	1192124	Burkholderia sp. lig30	243	
A0A063BBU3	unreviewed	LysM domain-containing protein	1192124	Burkholderia sp. lig30	299	
A0A063BMD5	unreviewed	LysM domain-containing protein	1192124	Burkholderia sp. lig30	222	
A0A063Y2I6	unreviewed	LysM domain-containing protein	267850	Nitrincola lacisaponensis	287	
A0A066RU28	unreviewed	LysM domain-containing protein	1654360	Photobacterium galatheae	361	
A0A066UCE0	unreviewed	LysM domain-containing protein	743974	Moraxella bovoculi 237	293	
A0A066UZR9	unreviewed	LysM domain-containing protein	212667	Vibrio fortis	316	
A0A066ZN30	unreviewed	LysM domain-containing protein	28885	Hydrogenovibrio marinus	248	
A0A067W6Z1	unreviewed	LysM domain-containing protein	1134510	Bartonella koehlerae C-29	396	
A0A067WC79	unreviewed	LysM domain-containing protein	685782	Bartonella rochalimae ATCC BAA-1498	400	
A0A068MZZ2	unreviewed	LysM domain-containing protein	1147	Synechocystis sp. (strain PCC 6714)	298	
A0A068QV59	unreviewed	LysM domain-containing protein	351671	Xenorhabdus doucetiae	356	
A0A068R8F2	unreviewed	LysM domain-containing protein	1354304	Xenorhabdus poinarii G6	356	
A0A068R8L1	unreviewed	LysM domain-containing protein	1347341	Serratia symbiotica SCt-VLC	318	
A0A068RCM1	unreviewed	LysM domain-containing protein	1347341	Serratia symbiotica SCt-VLC	250	
A0A068YXE8	unreviewed	LysM domain-containing protein	1504672	Polaromonas sp. CG9_12	316	
A0A068Z3F3	unreviewed	LysM domain-containing protein	138074	Serratia symbiotica	318	
A0A069I2C9	unreviewed	LysM domain-containing protein	1470558	Cupriavidus sp. SK-3	284	
A0A069IJU8	unreviewed	LysM domain-containing protein	1470558	Cupriavidus sp. SK-3	242	
A0A069ITY3	unreviewed	LysM domain-containing protein	1495854	Brevundimonas sp. EAKA	359	
A0A069K1H1	unreviewed	LysM domain-containing protein	1487711	Streptomyces sp. NTK 937	312	
A0A069NY89	unreviewed	LysM domain-containing protein	1071679	Caballeronia grimmiae	312	
A0A069P659	unreviewed	LysM domain-containing protein	1071679	Caballeronia grimmiae	298	
A0A069P9S1	unreviewed	LysM domain-containing protein	1071679	Caballeronia grimmiae	246	
A0A069PT64	unreviewed	LysM domain-containing protein	60547	Caballeronia glathei	323	
A0A069PW06	unreviewed	LysM domain-containing protein	60547	Caballeronia glathei	304	
A0A069Q0B9	unreviewed	LysM domain-containing protein	60547	Caballeronia glathei	228	
A0A071M0L7	unreviewed	LysM domain-containing protein	1224318	Mangrovibacter sp. MFB070	254	
A0A071M143	unreviewed	LysM domain-containing protein	1224318	Mangrovibacter sp. MFB070	377	
A0A071MBN6	unreviewed	LysM domain-containing protein	95486	Burkholderia cenocepacia	295	
A0A071ME22	unreviewed	LysM domain-containing protein	95486	Burkholderia cenocepacia	283	
A0A071MIC0	unreviewed	LysM domain-containing protein	95486	Burkholderia cenocepacia	233	
A0A071MKM3	unreviewed	LysM domain-containing protein	95486	Burkholderia cenocepacia	243	
A0A072D9K2	unreviewed	LysM domain-containing protein	1485002	Acinetobacter sp. ETR1	278	
A0A072N727	unreviewed	LysM domain-containing protein	1137280	Marinobacter nitratireducens	294	
A0A072N9K2	unreviewed	LysM domain-containing protein	1489678	Deinococcus sp. RL	372	
A0A072NCZ6	unreviewed	LysM domain-containing protein	1489678	Deinococcus sp. RL	462	
A0A072REV5	unreviewed	LysM domain-containing protein	1293911	Bartonella bacilliformis Ver097	401	
A0A073CJ28	unreviewed	LysM domain-containing protein	388467	Planktothrix agardhii NIVA-CYA 126/8	717	
A0A073CNV7	unreviewed	LysM domain-containing protein	388467	Planktothrix agardhii NIVA-CYA 126/8	299	
A0A074J3Y3	unreviewed	LysM domain-containing protein	1353532	Thalassospira permensis NBRC 106175	314	
A0A074U108	unreviewed	LysM domain-containing protein	1185766	Thioclava dalianensis	230	
A0A074V5T6	unreviewed	LysM domain-containing protein	1385367	Snodgrassella alvi SCGC AB-598-J21	312	
A0A074VAX2	unreviewed	LysM domain-containing protein	1385367	Snodgrassella alvi SCGC AB-598-J21	245	
A0A075K268	unreviewed	LysM domain-containing protein	1217721	Dyella japonica A8	326	
A0A075NW67	unreviewed	LysM domain-containing protein	589873	Alteromonas australica	297	
A0A076H3A2	unreviewed	LysM domain-containing protein	1280380	Synechococcus sp. KORDI-100	339	
A0A076H7W5	unreviewed	LysM domain-containing protein	585423	Synechococcus sp. KORDI-49	327	
A0A076HPM0	unreviewed	LysM domain-containing protein	585425	Synechococcus sp. KORDI-52	351	
A0A076LGB4	unreviewed	LysM domain-containing protein	667120	Edwardsiella anguillarum ET080813	314	
A0A076PMD2	unreviewed	LysM domain-containing protein	1392005	Comamonas testosteroni TK102	288	
A0A077ATR1	unreviewed	LysM domain-containing protein	91604	Candidatus Paracaedibacter acanthamoebae	294	
A0A077DDC4	unreviewed	LysM domain-containing protein	1072685	Basilea psittacipulmonis DSM 24701	246	
A0A077FGM9	unreviewed	LysM domain-containing protein	237609	Pseudomonas alkylphenolica	228	
A0A077JFU4	unreviewed	LysM domain-containing protein	1228987	cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko	281	
A0A077L0I1	unreviewed	LysM domain-containing protein	106649	Acinetobacter guillouiae	278	
A0A077LH27	unreviewed	LysM domain-containing protein	1028989	Pseudomonas sp. StFLB209	285	
A0A077N6X1	unreviewed	LysM domain-containing protein	1397852	Xenorhabdus bovienii str. feltiae Florida	352	
A0A077NDV6	unreviewed	LysM domain-containing protein	1398201	Xenorhabdus bovienii str. puntauvense	352	
A0A077P0E2	unreviewed	LysM domain-containing protein	1398202	Xenorhabdus bovienii str. oregonense	352	
A0A077P240	unreviewed	LysM domain-containing protein	1398200	Xenorhabdus bovienii str. feltiae Moldova	352	
A0A077PAU6	unreviewed	LysM domain-containing protein	1398203	Xenorhabdus bovienii str. kraussei Quebec	352	
A0A077PU96	unreviewed	LysM domain-containing protein	1398204	Xenorhabdus bovienii str. kraussei Becker Underwood	351	
A0A077QQ02	unreviewed	LysM domain-containing protein	1379677	Xenorhabdus bovienii str. Intermedium	352	
A0A078BG19	unreviewed	LysM domain-containing protein	554131	Thiomonas sp. CB2	321	
A0A078L282	unreviewed	LysM domain-containing protein	1034943	Legionella massiliensis	251	
A0A078LKT6	unreviewed	LysM domain-containing protein	545	Citrobacter koseri	248	
A0A078LNV0	unreviewed	LysM domain-containing protein	545	Citrobacter koseri	375	
A0A078MIK7	unreviewed	LysM domain-containing protein	1461581	Pseudomonas saudimassiliensis	267	
A0A080ILS9	unreviewed	LysM domain-containing protein	1444163	Escherichia coli 1-250-04_S3_C2	251	
A0A080ILU4	unreviewed	LysM domain-containing protein	1444163	Escherichia coli 1-250-04_S3_C2	379	
A0A080M7B7	unreviewed	LysM domain-containing protein	327160	Candidatus Accumulibacter phosphatis	232	
A0A080M7H0	unreviewed	LysM domain-containing protein	2954383	Candidatus Accumulibacter cognatus	315	
A0A080VDY7	unreviewed	Lipoprotein NlpD/LppB homolog	287	Pseudomonas aeruginosa	297	
A0A081B7H0	unreviewed	LysM domain-containing protein	1333998	Tepidicaulis marinus	312	
A0A081G0P8	unreviewed	LysM domain-containing protein	1232683	Marinobacterium sp. AK27	253	
A0A081GQP5	unreviewed	LysM domain-containing protein	1496688	Cyanobium sp. CACIAM 14	341	
A0A081HRW4	unreviewed	LysM domain-containing protein	287	Pseudomonas aeruginosa	231	
A0A081JBJ9	unreviewed	LysM domain-containing protein	1537702	Delftia sp. 670	301	
A0A081KD20	unreviewed	LysM domain-containing protein	305900	Endozoicomonas elysicola	254	
A0A081NBQ5	unreviewed	LysM domain-containing protein	1027273	Endozoicomonas montiporae	259	
A0A081NH59	unreviewed	LysM domain-containing protein	1137799	Endozoicomonas numazuensis	250	
A0A081RR61	unreviewed	LysM domain-containing protein	1393735	Photorhabdus temperata subsp. temperata Meg1	325	
A0A081XZL4	unreviewed	LysM domain-containing protein	55952	Streptomyces toyocaensis	325	
A0A083UR50	unreviewed	LysM domain-containing protein	303	Pseudomonas putida	285	
A0A083ZYQ8	unreviewed	LysM domain-containing protein	1410619	Serratia sp. DD3	325	
A0A084CMS1	unreviewed	LysM domain-containing protein	1179155	Candidatus Photodesmus blepharus	281	
A0A084D529	unreviewed	LysM domain-containing protein	1506588	Burkholderia sp. MSh2	239	
A0A084DB21	unreviewed	LysM domain-containing protein	1506588	Burkholderia sp. MSh2	295	
A0A084DCF4	unreviewed	LysM domain-containing protein	1506588	Burkholderia sp. MSh2	245	
A0A084DCN3	unreviewed	LysM domain-containing protein	1506588	Burkholderia sp. MSh2	280	
A0A084EUY7	unreviewed	LysM domain-containing protein	738	Glaesserella parasuis	398	
A0A084IJZ0	unreviewed	LysM domain-containing protein	1304275	Salinisphaera hydrothermalis (strain C41B8)	304	
A0A084SJA7	unreviewed	LysM domain-containing protein	1406225	Archangium violaceum Cb vi76	303	
A0A084TGX8	unreviewed	LysM domain-containing protein	1517681	Vibrio sp. ER1A	318	
A0A084Y416	unreviewed	LysM domain-containing protein	2954382	Candidatus Accumulibacter vicinus	323	
A0A085A5P8	unreviewed	LysM domain-containing protein	1005994	Trabulsiella guamensis ATCC 49490	248	
A0A085A873	unreviewed	LysM domain-containing protein	1005994	Trabulsiella guamensis ATCC 49490	376	
A0A085FAM9	unreviewed	LysM domain-containing protein	1502852	Massilia sp. LC238	306	
A0A085FEU8	unreviewed	LysM domain-containing protein	1502724	Devosia sp. LC5	392	
A0A085FSC2	unreviewed	LysM domain-containing protein	1502851	Bosea sp. LC85	447	
A0A085G3N6	unreviewed	LysM domain-containing protein	1006004	Buttiauxella agrestis ATCC 33320	253	
A0A085G414	unreviewed	LysM domain-containing protein	1006004	Buttiauxella agrestis ATCC 33320	321	
A0A085GNW9	unreviewed	LysM domain-containing protein	910964	Ewingella americana ATCC 33852	341	
A0A085HMD5	unreviewed	LysM domain-containing protein	1005999	Leminorella grimontii ATCC 33999 = DSM 5078	372	
A0A085JAJ8	unreviewed	LysM domain-containing protein	1005995	Tatumella ptyseos ATCC 33301	379	
A0A085U3A3	unreviewed	LysM domain-containing protein	29486	Yersinia ruckeri	319	
A0A085UPA7	unreviewed	LysM domain-containing protein	317	Pseudomonas syringae	289	
A0A085VC07	unreviewed	LysM domain-containing protein	317	Pseudomonas syringae	288	
A0A085WNS0	unreviewed	LysM domain-containing protein	394096	Hyalangium minutum	229	
A0A086CHG0	unreviewed	LysM domain-containing protein	1527444	Candidatus Atelocyanobacterium thalassa isolate SIO64986	494	
A0A086D1L8	unreviewed	LysM domain-containing protein	1492922	Gammaproteobacteria bacterium MFB021	370	
A0A086F2F2	unreviewed	LysM domain-containing protein	180957	Pectobacterium brasiliense	340	
A0A086GKM3	unreviewed	LysM domain-containing protein	1930	Streptomyces scabiei	334	
A0A086IVU0	unreviewed	LysM domain-containing protein	573	Klebsiella pneumoniae	237	
A0A086MUF8	unreviewed	LysM domain-containing protein	67332	Streptomyces mutabilis	312	
A0A086WAE6	unreviewed	LysM domain-containing protein	1549812	Massilia sp. BSC265	309	
A0A086WJA1	unreviewed	LysM domain-containing protein	1526762	Vibrio sp. B183	303	
A0A087FA44	unreviewed	LysM domain-containing protein	633150	Pseudomonas sp. 1-7	292	
A0A087FPQ7	unreviewed	LysM domain-containing protein	244366	Klebsiella variicola	237	
A0A087K6H6	unreviewed	LysM domain-containing protein	1525753	Streptomyces sp. JS01	315	
A0A087KXN6	unreviewed	LysM domain-containing protein	1524467	Serratia sp. Ag1	321	
A0A088MXM4	unreviewed	LysM domain-containing protein	186490	Candidatus Baumannia cicadellinicola	287	
A0A088U285	unreviewed	LysM domain-containing protein	95486	Burkholderia cenocepacia	294	
A0A088U9L0	unreviewed	LysM domain-containing protein	95486	Burkholderia cenocepacia	230	
A0A088UE25	unreviewed	LysM domain-containing protein	95486	Burkholderia cenocepacia	244	
A0A088UG86	unreviewed	LysM domain-containing protein	95486	Burkholderia cenocepacia	286	
A0A089Q495	unreviewed	LysM domain-containing protein	158822	Cedecea neteri	245	
A0A089Q6X4	unreviewed	LysM domain-containing protein	158822	Cedecea neteri	382	
A0A089Q7C8	unreviewed	LysM domain-containing protein	693986	Methylobacterium oryzae CBMB20	505	
A0A089WTF4	unreviewed	LysM domain-containing protein	157783	Pseudomonas cremoricolorata	279	
A0A089XEB0	unreviewed	LysM domain-containing protein	1907	Streptomyces glaucescens	330	
A0A089ZPJ2	unreviewed	LysM domain-containing protein	216142	Pseudomonas rhizosphaerae	284	
A0A090IV36	unreviewed	LysM domain-containing protein	80852	Aliivibrio wodanis	343	
A0A090K426	unreviewed	LysM domain-containing protein	80854	Moritella viscosa	313	
A0A090NL76	unreviewed	LysM domain-containing protein	1401327	Shigella dysenteriae WRSd3	379	
A0A090RL81	unreviewed	LysM domain-containing protein	754436	Photobacterium aphoticum	321	
A0A090S1F7	unreviewed	LysM domain-containing protein	990268	Vibrio maritimus	323	
A0A090SBT1	unreviewed	LysM domain-containing protein	990271	Vibrio variabilis	323	
A0A090TAQ6	unreviewed	LysM domain-containing protein	990268	Vibrio maritimus	324	
A0A090UXR1	unreviewed	LysM domain-containing protein	1115515	Pseudescherichia vulneris NBRC 102420	233	
A0A090UZW4	unreviewed	LysM domain-containing protein	1115515	Pseudescherichia vulneris NBRC 102420	384	
A0A091AND2	unreviewed	LysM domain-containing protein	1384056	Arenimonas metalli CF5-1	321	
A0A091AZD0	unreviewed	LysM domain-containing protein	1121015	Arenimonas oryziterrae DSM 21050 = YC6267	323	
A0A091BEY5	unreviewed	LysM domain-containing protein	1121013	Arenimonas composti TR7-09 = DSM 18010	330	
A0A091G443	unreviewed	LysM domain-containing protein	1499107	Smithella sp. SCADC	299	
A0A093UB80	unreviewed	LysM domain-containing protein	55207	Pectobacterium betavasculorum	340	
A0A094IUX2	unreviewed	LysM domain-containing protein	1517416	Pseudidiomarina atlantica	283	
A0A094LA70	unreviewed	LysM domain-containing protein	435908	Pseudidiomarina salinarum	272	
A0A094LSS1	unreviewed	LysM domain-containing protein	1515746	Shewanella mangrovi	292	
A0A094NBC3	unreviewed	LysM domain-containing protein	305	Ralstonia solanacearum	275	
A0A094S992	unreviewed	LysM domain-containing protein	78398	Pectobacterium odoriferum	340	
A0A095EXG5	unreviewed	LysM domain-containing protein	28095	Burkholderia gladioli	232	
A0A095GDI5	unreviewed	LysM domain-containing protein	28095	Burkholderia gladioli	258	
A0A095KCE6	unreviewed	LysM domain-containing protein	28450	Burkholderia pseudomallei	233	
A0A095L7A3	unreviewed	LysM domain protein	28450	Burkholderia pseudomallei	343	
A0A095SEW8	unreviewed	LysM domain-containing protein	1177181	Alcanivorax jadensis T9	262	
A0A095TEK9	unreviewed	LysM domain-containing protein	642227	Tatumella morbirosei	378	
A0A095TTG4	unreviewed	LysM domain-containing protein	1177154	Alcanivorax nanhaiticus	264	
A0A095UGQ7	unreviewed	LysM domain-containing protein	1532557	Achromobacter sp. RTa	282	
A0A095VUC2	unreviewed	LysM domain-containing protein	1265313	Pseudohaliea rubra DSM 19751	262	
A0A095W6R4	unreviewed	LysM domain-containing protein	1532557	Achromobacter sp. RTa	222	
A0A095Z3Y0	unreviewed	LysM domain-containing protein	1401065	Oligella urethralis DNF00040	240	
A0A096F0F2	unreviewed	LysM domain-containing protein	285	Comamonas testosteroni	286	
A0A097R7S4	unreviewed	LysM domain-containing protein	1453496	Hafnia alvei FB1	286	
A0A098FM65	unreviewed	LysM domain-containing protein	271420	Stutzerimonas xanthomarina	283	
A0A098G3U6	unreviewed	LysM domain-containing protein	1212491	Legionella fallonii LLAP-10	247	
A0A098GDV3	unreviewed	Novel lipoprotein homolog NlpD	451	Tatlockia micdadei	246	
A0A098MKB8	unreviewed	LysM domain-containing protein	57678	Leptospira interrogans serovar Lai	306	
A0A098MZV3	unreviewed	LysM domain-containing protein	57678	Leptospira interrogans serovar Lai	334	
A0A098N1S4	unreviewed	LysM domain-containing protein	57678	Leptospira interrogans serovar Lai	221	
A0A098PZN8	unreviewed	LysM domain-containing protein	325777	Xanthomonas axonopodis pv. vasculorum	259	
A0A098U315	unreviewed	LysM domain-containing protein	1519190	Massilia sp. JS1662	302	
A0A099CUC1	unreviewed	LysM domain-containing protein	1543381	Oleiagrimonas soli	310	
A0A099KAT0	unreviewed	LysM domain-containing protein	28229	Colwellia psychrerythraea	287	
A0A099KJM4	unreviewed	LysM domain-containing protein	28229	Colwellia psychrerythraea	287	
A0A099L4G2	unreviewed	LysM domain-containing protein	1535422	Thalassotalea sp. ND16A	270	
A0A099LP40	unreviewed	LysM domain-containing protein	29495	Vibrio navarrensis	293	
A0A0A0BHX1	unreviewed	LysM domain-containing protein	392484	Methylophaga thiooxydans	268	
A0A0A0CTN6	unreviewed	LysM domain-containing protein	29488	Photorhabdus luminescens	325	
A0A0A0DLB3	unreviewed	LysM domain-containing protein	1538295	Aquabacterium sp. NJ1	312	
A0A0A0ENG8	unreviewed	LysM domain-containing protein	1122185	Lysobacter concretionis Ko07 = DSM 16239	247	
A0A0A0EY21	unreviewed	LysM domain-containing protein	1385517	Lysobacter daejeonensis GH1-9	278	
A0A0A0F397	unreviewed	LysM domain-containing protein	913325	Lysobacter arseniciresistens ZS79	252	
A0A0A0FJW7	unreviewed	LysM domain-containing protein	1455601	Escherichia coli G3/10	379	
A0A0A0FLS8	unreviewed	LysM domain-containing protein	1455601	Escherichia coli G3/10	251	
A0A0A0MB03	unreviewed	LysM domain-containing protein	1385515	Lysobacter defluvii IMMIB APB-9 = DSM 18482	261	
A0A0A1ADK8	unreviewed	LysM domain-containing protein	562	Escherichia coli	379	
A0A0A1FBH2	unreviewed	LysM domain-containing protein	279058	Collimonas arenae	315	
A0A0A1FBL5	unreviewed	LysM domain-containing protein	279058	Collimonas arenae	266	
A0A0A1VKL3	unreviewed	LysM domain-containing protein	1268622	Acidovorax sp. MR-S7	288	
A0A0A1VUF4	unreviewed	LysM domain-containing protein	449439	Microcystis aeruginosa NIES-44	302	
A0A0A1YJC9	unreviewed	LysM domain-containing protein	1395571	Pseudomonas taeanensis MS-3	279	
A0A0A1Z8B3	unreviewed	LysM domain-containing protein	1324332	Pseudomonas fluorescens LMG 5329	278	
A0A0A2ST35	unreviewed	LysM domain-containing protein	1498499	Legionella norrlandica	248	
A0A0A2WN02	unreviewed	LysM domain-containing protein	1300345	Lysobacter dokdonensis DS-58	261	
A0A0A2WRZ6	unreviewed	LysM domain-containing protein	276	Thermus filiformis	313	
A0A0A2XF70	unreviewed	LysM domain-containing protein	155517	Gallibacterium genomosp. 2	395	
A0A0A2XL71	unreviewed	LysM domain-containing protein	750	Gallibacterium anatis	401	
A0A0A2YEN9	unreviewed	LysM domain-containing protein	1396514	Gallibacterium anatis IPDH697-78	403	
A0A0A2YJP6	unreviewed	Membrane protein	750	Gallibacterium anatis	398	
A0A0A2YKD8	unreviewed	LysM domain-containing protein	155515	Gallibacterium genomosp. 1	398	
A0A0A3AKC4	unreviewed	LysM domain-containing protein	1396510	Gallibacterium anatis 4895	403	
A0A0A3ALQ1	unreviewed	LysM domain-containing protein	505317	Chelonobacter oris	407	
A0A0A3AW78	unreviewed	LysM domain-containing protein	750	Gallibacterium anatis	398	
A0A0A3FBZ3	unreviewed	LysM domain-containing protein	680	Vibrio campbellii	307	
A0A0A3X063	unreviewed	LysM domain-containing protein	1509403	Acinetobacter sp. HR7	280	
A0A0A3Z2N1	unreviewed	LysM domain-containing protein	371042	Erwinia typographi	384	
A0A0A5JK28	unreviewed	LysM domain-containing protein	379097	Photobacterium sp. (strain ATCC 43367)	301	
A0A0A5L3B3	unreviewed	LysM domain-containing protein	615	Serratia marcescens	251	
A0A0A5PHQ9	unreviewed	LysM domain-containing protein	158836	Enterobacter hormaechei	246	
A0A0A6DK92	unreviewed	LysM domain-containing protein	587753	Pseudomonas chlororaphis	293	
A0A0A6QQ95	unreviewed	LysM domain-containing protein	701175	Vibrio caribbeanicus	301	
A0A0A6SWM5	unreviewed	LysM domain-containing protein	562	Escherichia coli	251	
A0A0A6TXA4	unreviewed	LysM domain-containing protein	317013	Xanthomonas campestris pv. phaseoli	259	
A0A0A6ZY57	unreviewed	LysM domain-containing protein	754093	Shigella dysenteriae 1617	367	
A0A0A7EFJ9	unreviewed	LysM domain-containing protein	1348114	Pseudoalteromonas piratica	274	
A0A0A7JQJ7	unreviewed	LysM domain-containing protein	157782	Pseudomonas parafulva	286	
A0A0A7KK61	unreviewed	LysM domain-containing protein	57497	Deinococcus radiopugnans	442	
A0A0A7KLS9	unreviewed	LysM domain-containing protein	57497	Deinococcus radiopugnans	365	
A0A0A7MLR2	unreviewed	LysM domain-containing protein	202947	Actinobacillus equuli subsp. equuli	412	
A0A0A7RZN3	unreviewed	LysM domain-containing protein	1267021	Frischella perrara	350	
A0A0A7V2W0	unreviewed	LysM domain-containing protein	1245910	Borreliella chilensis	295	
A0A0A7XGW2	unreviewed	LysM domain-containing protein	106654	Acinetobacter nosocomialis	279	
A0A0A8E318	unreviewed	LysM domain-containing protein	56458	Xanthomonas sacchari	271	
A0A0A8EEU9	unreviewed	LysM domain-containing protein	1262452	Streptomyces sp. 769	373	
